0.000000E+00 0.000000E+00
9.990010E-04 3.054244E-202
1.998002E-03 6.108557E-202
2.997003E-03 9.162909E-202
3.996004E-03 1.221727E-201
4.995005E-03 1.527161E-201
5.994006E-03 1.832589E-201
6.993007E-03 2.138010E-201
7.992008E-03 2.443419E-201
8.991009E-03 2.748813E-201
9.990010E-03 3.054190E-201
1.098901E-02 3.359547E-201
1.198801E-02 3.664880E-201
1.298701E-02 3.970186E-201
1.398601E-02 4.275463E-201
1.498501E-02 4.580707E-201
1.598402E-02 4.885915E-201
1.698302E-02 5.191085E-201
1.798202E-02 5.496212E-201
1.898102E-02 5.801295E-201
1.998002E-02 6.106330E-201
2.097902E-02 6.411314E-201
2.197802E-02 6.716244E-201
2.297702E-02 7.021117E-201
2.397602E-02 7.325930E-201
2.497502E-02 7.630680E-201
2.597403E-02 7.935363E-201
2.697303E-02 8.239977E-201
2.797203E-02 8.544519E-201
2.897103E-02 8.848986E-201
2.997003E-02 9.153375E-201
3.096903E-02 9.457682E-201
3.196803E-02 9.761904E-201
3.296703E-02 1.006604E-200
3.396603E-02 1.037008E-200
3.496503E-02 1.067404E-200
3.596404E-02 1.097789E-200
3.696304E-02 1.128165E-200
3.796204E-02 1.158530E-200
3.896104E-02 1.188884E-200
3.996004E-02 1.219228E-200
4.095904E-02 1.249561E-200
4.195804E-02 1.279882E-200
4.295704E-02 1.310191E-200
4.395604E-02 1.340489E-200
4.495504E-02 1.370774E-200
4.595405E-02 1.401046E-200
4.695305E-02 1.431305E-200
4.795205E-02 1.461551E-200
4.895105E-02 1.491784E-200
4.995005E-02 1.522002E-200
5.094905E-02 1.552206E-200
5.194805E-02 1.582396E-200
5.294705E-02 1.612571E-200
5.394605E-02 1.642731E-200
5.494505E-02 1.672876E-200
5.594406E-02 1.703005E-200
5.694306E-02 1.733117E-200
5.794206E-02 1.763214E-200
5.894106E-02 1.793294E-200
5.994006E-02 1.823357E-200
6.093906E-02 1.853403E-200
6.193806E-02 1.883431E-200
6.293706E-02 1.913442E-200
6.393606E-02 1.943434E-200
6.493506E-02 1.973408E-200
6.593407E-02 2.003364E-200
6.693307E-02 2.033300E-200
6.793207E-02 2.063217E-200
6.893107E-02 2.093114E-200
6.993007E-02 2.122992E-200
7.092907E-02 2.152849E-200
7.192807E-02 2.182686E-200
7.292707E-02 2.212502E-200
7.392607E-02 2.242298E-200
7.492507E-02 2.272071E-200
