0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 2.040816E-01 1.999167E+00
0.000000E+00 4.081633E-01 3.915035E+00
0.000000E+00 6.122449E-01 5.747605E+00
0.000000E+00 8.163265E-01 7.496876E+00
0.000000E+00 1.020408E+00 9.162849E+00
0.000000E+00 1.224490E+00 1.074552E+01
0.000000E+00 1.428571E+00 1.224490E+01
0.000000E+00 1.632653E+00 1.366097E+01
0.000000E+00 1.836735E+00 1.499375E+01
0.000000E+00 2.040816E+00 1.624323E+01
0.000000E+00 2.244898E+00 1.740941E+01
0.000000E+00 2.448980E+00 1.849229E+01
0.000000E+00 2.653061E+00 1.949188E+01
0.000000E+00 2.857143E+00 2.040816E+01
0.000000E+00 3.061224E+00 2.124115E+01
0.000000E+00 3.265306E+00 2.199084E+01
0.000000E+00 3.469388E+00 2.265723E+01
0.000000E+00 3.673469E+00 2.324032E+01
0.000000E+00 3.877551E+00 2.374011E+01
0.000000E+00 4.081633E+00 2.415660E+01
0.000000E+00 4.285714E+00 2.448980E+01
0.000000E+00 4.489796E+00 2.473969E+01
0.000000E+00 4.693878E+00 2.490629E+01
0.000000E+00 4.897959E+00 2.498959E+01
0.000000E+00 5.102041E+00 2.498959E+01
0.000000E+00 5.306122E+00 2.490629E+01
0.000000E+00 5.510204E+00 2.473969E+01
0.000000E+00 5.714286E+00 2.448980E+01
0.000000E+00 5.918367E+00 2.415660E+01
0.000000E+00 6.122449E+00 2.374011E+01
0.000000E+00 6.326531E+00 2.324032E+01
0.000000E+00 6.530612E+00 2.265723E+01
0.000000E+00 6.734694E+00 2.199084E+01
0.000000E+00 6.938776E+00 2.124115E+01
0.000000E+00 7.142857E+00 2.040816E+01
0.000000E+00 7.346939E+00 1.949188E+01
0.000000E+00 7.551020E+00 1.849229E+01
0.000000E+00 7.755102E+00 1.740941E+01
0.000000E+00 7.959184E+00 1.624323E+01
0.000000E+00 8.163265E+00 1.499375E+01
0.000000E+00 8.367347E+00 1.366097E+01
0.000000E+00 8.571429E+00 1.224490E+01
0.000000E+00 8.775510E+00 1.074552E+01
0.000000E+00 8.979592E+00 9.162849E+00
0.000000E+00 9.183673E+00 7.496876E+00
0.000000E+00 9.387755E+00 5.747605E+00
0.000000E+00 9.591837E+00 3.915035E+00
0.000000E+00 9.795918E+00 1.999167E+00
0.000000E+00 1.000000E+01 0.000000E+00

2.040816E-01 0.000000E+00 1.999167E+00
2.040816E-01 2.040816E-01 3.883619E+00
2.040816E-01 4.081633E-01 5.768071E+00
2.040816E-01 6.122449E-01 7.619567E+00
2.040816E-01 8.163265E-01 9.422537E+00
2.040816E-01 1.020408E+00 1.116834E+01
2.040816E-01 1.224490E+00 1.285146E+01
2.040816E-01 1.428571E+00 1.446798E+01
2.040816E-01 1.632653E+00 1.601480E+01
2.040816E-01 1.836735E+00 1.748926E+01
2.040816E-01 2.040816E+00 1.888891E+01
2.040816E-01 2.244898E+00 2.021139E+01
2.040816E-01 2.448980E+00 2.145429E+01
2.040816E-01 2.653061E+00 2.261514E+01
2.040816E-01 2.857143E+00 2.369138E+01
2.040816E-01 3.061224E+00 2.468031E+01
2.040816E-01 3.265306E+00 2.557917E+01
2.040816E-01 3.469388E+00 2.638512E+01
2.040816E-01 3.673469E+00 2.709532E+01
2.040816E-01 3.877551E+00 2.770702E+01
2.040816E-01 4.081633E+00 2.821757E+01
2.040816E-01 4.285714E+00 2.862459E+01
2.040816E-01 4.489796E+00 2.892602E+01
2.040816E-01 4.693878E+00 2.912020E+01
2.040816E-01 4.897959E+00 2.920593E+01
2.040816E-01 5.102041E+00 2.918257E+01
2.040816E-01 5.306122E+00 2.904999E+01
2.040816E-01 5.510204E+00 2.880866E+01
2.040816E-01 5.714286E+00 2.845952E+01
2.040816E-01 5.918367E+00 2.800403E+01
2.040816E-01 6.122449E+00 2.744401E+01
2.040816E-01 6.326531E+00 2.678162E+01
2.040816E-01 6.530612E+00 2.601923E+01
2.040816E-01 6.734694E+00 2.515934E+01
2.040816E-01 6.938776E+00 2.420451E+01
2.040816E-01 7.142857E+00 2.315725E+01
2.040816E-01 7.346939E+00 2.202001E+01
2.040816E-01 7.551020E+00 2.079508E+01
2.040816E-01 7.755102E+00 1.948463E+01
2.040816E-01 7.959184E+00 1.809062E+01
2.040816E-01 8.163265E+00 1.661491E+01
2.040816E-01 8.367347E+00 1.505920E+01
2.040816E-01 8.571429E+00 1.342511E+01
2.040816E-01 8.775510E+00 1.171429E+01
2.040816E-01 8.979592E+00 9.928482E+00
2.040816E-01 9.183673E+00 8.069796E+00
2.040816E-01 9.387755E+00 6.141039E+00
2.040816E-01 9.591837E+00 4.146544E+00
2.040816E-01 9.795918E+00 2.094058E+00
2.040816E-01 1.000000E+01 0.000000E+00

4.081633E-01 0.000000E+00 3.915035E+00
4.081633E-01 2.040816E-01 5.768071E+00
4.081633E-01 4.081633E-01 7.654063E+00
4.081633E-01 6.122449E-01 9.540055E+00
4.081633E-01 8.163265E-01 1.140537E+01
4.081633E-01 1.020408E+00 1.323650E+01
4.081633E-01 1.224490E+00 1.502400E+01
4.081633E-01 1.428571E+00 1.676076E+01
4.081633E-01 1.632653E+00 1.844098E+01
4.081633E-01 1.836735E+00 2.005956E+01
4.081633E-01 2.040816E+00 2.161177E+01
4.081633E-01 2.244898E+00 2.309294E+01
4.081633E-01 2.448980E+00 2.449832E+01
4.081633E-01 2.653061E+00 2.582302E+01
4.081633E-01 2.857143E+00 2.706189E+01
4.081633E-01 3.061224E+00 2.820954E+01
4.081633E-01 3.265306E+00 2.926040E+01
4.081633E-01 3.469388E+00 3.020874E+01
4.081633E-01 3.673469E+00 3.104883E+01
4.081633E-01 3.877551E+00 3.177504E+01
4.081633E-01 4.081633E+00 3.238204E+01
4.081633E-01 4.285714E+00 3.286495E+01
4.081633E-01 4.489796E+00 3.321957E+01
4.081633E-01 4.693878E+00 3.344251E+01
4.081633E-01 4.897959E+00 3.353133E+01
4.081633E-01 5.102041E+00 3.348471E+01
4.081633E-01 5.306122E+00 3.330242E+01
4.081633E-01 5.510204E+00 3.298538E+01
4.081633E-01 5.714286E+00 3.253558E+01
4.081633E-01 5.918367E+00 3.195595E+01
4.081633E-01 6.122449E+00 3.125027E+01
4.081633E-01 6.326531E+00 3.042291E+01
4.081633E-01 6.530612E+00 2.947872E+01
4.081633E-01 6.734694E+00 2.842279E+01
4.081633E-01 6.938776E+00 2.726029E+01
4.081633E-01 7.142857E+00 2.599633E+01
4.081633E-01 7.346939E+00 2.463582E+01
4.081633E-01 7.551020E+00 2.318340E+01
4.081633E-01 7.755102E+00 2.164338E+01
4.081633E-01 7.959184E+00 2.001973E+01
4.081633E-01 8.163265E+00 1.831607E+01
4.081633E-01 8.367347E+00 1.653579E+01
4.081633E-01 8.571429E+00 1.468206E+01
4.081633E-01 8.775510E+00 1.275803E+01
4.081633E-01 8.979592E+00 1.076700E+01
4.081633E-01 9.183673E+00 8.712784E+00
4.081633E-01 9.387755E+00 6.600214E+00
4.081633E-01 9.591837E+00 4.436041E+00
4.081633E-01 9.795918E+00 2.230523E+00
4.081633E-01 1.000000E+01 0.000000E+00

6.122449E-01 0.000000E+00 5.747605E+00
6.122449E-01 2.040816E-01 7.619567E+00
6.122449E-01 4.081633E-01 9.540055E+00
6.122449E-01 6.122449E-01 1.148122E+01
6.122449E-01 8.163265E-01 1.342239E+01
6.122449E-01 1.020408E+00 1.534828E+01
6.122449E-01 1.224490E+00 1.724728E+01
6.122449E-01 1.428571E+00 1.911008E+01
6.122449E-01 1.632653E+00 2.092878E+01
6.122449E-01 1.836735E+00 2.269625E+01
6.122449E-01 2.040816E+00 2.440567E+01
6.122449E-01 2.244898E+00 2.605026E+01
6.122449E-01 2.448980E+00 2.762305E+01
6.122449E-01 2.653061E+00 2.911673E+01
6.122449E-01 2.857143E+00 3.052360E+01
6.122449E-01 3.061224E+00 3.183555E+01
6.122449E-01 3.265306E+00 3.304412E+01
6.122449E-01 3.469388E+00 3.414058E+01
6.122449E-01 3.673469E+00 3.511616E+01
6.122449E-01 3.877551E+00 3.596222E+01
6.122449E-01 4.081633E+00 3.667052E+01
6.122449E-01 4.285714E+00 3.723353E+01
6.122449E-01 4.489796E+00 3.764472E+01
6.122449E-01 4.693878E+00 3.789882E+01
6.122449E-01 4.897959E+00 3.799208E+01
6.122449E-01 5.102041E+00 3.792241E+01
6.122449E-01 5.306122E+00 3.768949E+01
6.122449E-01 5.510204E+00 3.729478E+01
6.122449E-01 5.714286E+00 3.674137E+01
6.122449E-01 5.918367E+00 3.603387E+01
6.122449E-01 6.122449E+00 3.517814E+01
6.122449E-01 6.326531E+00 3.418099E+01
6.122449E-01 6.530612E+00 3.304992E+01
6.122449E-01 6.734694E+00 3.179278E+01
6.122449E-01 6.938776E+00 3.041752E+01
6.122449E-01 7.142857E+00 2.893194E+01
6.122449E-01 7.346939E+00 2.734353E+01
6.122449E-01 7.551020E+00 2.565931E+01
6.122449E-01 7.755102E+00 2.388577E+01
6.122449E-01 7.959184E+00 2.202882E+01
6.122449E-01 8.163265E+00 2.009387E+01
6.122449E-01 8.367347E+00 1.808583E+01
6.122449E-01 8.571429E+00 1.600932E+01
6.122449E-01 8.775510E+00 1.386876E+01
6.122449E-01 8.979592E+00 1.166870E+01
6.122449E-01 9.183673E+00 9.414129E+00
6.122449E-01 9.387755E+00 7.110989E+00
6.122449E-01 9.591837E+00 4.766884E+00
6.122449E-01 9.795918E+00 2.391994E+00
6.122449E-01 1.000000E+01 0.000000E+00

8.163265E-01 0.000000E+00 7.496876E+00
8.163265E-01 2.040816E-01 9.422537E+00
8.163265E-01 4.081633E-01 1.140537E+01
8.163265E-01 6.122449E-01 1.342239E+01
8.163265E-01 8.163265E-01 1.545468E+01
8.163265E-01 1.020408E+00 1.748697E+01
8.163265E-01 1.224490E+00 1.950677E+01
8.163265E-01 1.428571E+00 2.150351E+01
8.163265E-01 1.632653E+00 2.346783E+01
8.163265E-01 1.836735E+00 2.539097E+01
8.163265E-01 2.040816E+00 2.726439E+01
8.163265E-01 2.244898E+00 2.907938E+01
8.163265E-01 2.448980E+00 3.082687E+01
8.163265E-01 2.653061E+00 3.249723E+01
8.163265E-01 2.857143E+00 3.408021E+01
8.163265E-01 3.061224E+00 3.556491E+01
8.163265E-01 3.265306E+00 3.693988E+01
8.163265E-01 3.469388E+00 3.819323E+01
8.163265E-01 3.673469E+00 3.931291E+01
8.163265E-01 3.877551E+00 4.028701E+01
8.163265E-01 4.081633E+00 4.110410E+01
8.163265E-01 4.285714E+00 4.175371E+01
8.163265E-01 4.489796E+00 4.222670E+01
8.163265E-01 4.693878E+00 4.251571E+01
8.163265E-01 4.897959E+00 4.261547E+01
8.163265E-01 5.102041E+00 4.252308E+01
8.163265E-01 5.306122E+00 4.223811E+01
8.163265E-01 5.510204E+00 4.176262E+01
8.163265E-01 5.714286E+00 4.110103E+01
8.163265E-01 5.918367E+00 4.025984E+01
8.163265E-01 6.122449E+00 3.924727E+01
8.163265E-01 6.326531E+00 3.807288E+01
8.163265E-01 6.530612E+00 3.674710E+01
8.163265E-01 6.734694E+00 3.528082E+01
8.163265E-01 6.938776E+00 3.368501E+01
8.163265E-01 7.142857E+00 3.197036E+01
8.163265E-01 7.346939E+00 3.014704E+01
8.163265E-01 7.551020E+00 2.822454E+01
8.163265E-01 7.755102E+00 2.621155E+01
8.163265E-01 7.959184E+00 2.411592E+01
8.163265E-01 8.163265E+00 2.194474E+01
8.163265E-01 8.367347E+00 1.970436E+01
8.163265E-01 8.571429E+00 1.740062E+01
8.163265E-01 8.775510E+00 1.503900E+01
8.163265E-01 8.979592E+00 1.262492E+01
8.163265E-01 9.183673E+00 1.016404E+01
8.163265E-01 9.387755E+00 7.662731E+00
8.163265E-01 9.591837E+00 5.128512E+00
8.163265E-01 9.795918E+00 2.570567E+00
8.163265E-01 1.000000E+01 0.000000E+00

1.020408E+00 0.000000E+00 9.162849E+00
1.020408E+00 2.040816E-01 1.116834E+01
1.020408E+00 4.081633E-01 1.323650E+01
1.020408E+00 6.122449E-01 1.534828E+01
1.020408E+00 8.163265E-01 1.748697E+01
1.020408E+00 1.020408E+00 1.963813E+01
1.020408E+00 1.224490E+00 2.178930E+01
1.020408E+00 1.428571E+00 2.392936E+01
1.020408E+00 1.632653E+00 2.604804E+01
1.020408E+00 1.836735E+00 2.813542E+01
1.020408E+00 2.040816E+00 3.018153E+01
1.020408E+00 2.244898E+00 3.217599E+01
1.020408E+00 2.448980E+00 3.410779E+01
1.020408E+00 2.653061E+00 3.596506E+01
1.020408E+00 2.857143E+00 3.773502E+01
1.020408E+00 3.061224E+00 3.940390E+01
1.020408E+00 3.265306E+00 4.095710E+01
1.020408E+00 3.469388E+00 4.237934E+01
1.020408E+00 3.673469E+00 4.365497E+01
1.020408E+00 3.877551E+00 4.476844E+01
1.020408E+00 4.081633E+00 4.570473E+01
1.020408E+00 4.285714E+00 4.644999E+01
1.020408E+00 4.489796E+00 4.699209E+01
1.020408E+00 4.693878E+00 4.732123E+01
1.020408E+00 4.897959E+00 4.743037E+01
