2.000000E+00 1.100000E+02 
2.001998E+00 1.097804E+02 
2.003996E+00 1.095613E+02 
2.005994E+00 1.093426E+02 
2.007992E+00 1.091244E+02 
2.009990E+00 1.089066E+02 
2.011988E+00 1.086892E+02 
2.013986E+00 1.084722E+02 
2.015984E+00 1.082557E+02 
2.017982E+00 1.080396E+02 
2.019980E+00 1.078239E+02 
2.021978E+00 1.076087E+02 
2.023976E+00 1.073939E+02 
2.025974E+00 1.071795E+02 
2.027972E+00 1.069655E+02 
2.029970E+00 1.067520E+02 
2.031968E+00 1.065388E+02 
2.033966E+00 1.063261E+02 
2.035964E+00 1.061138E+02 
2.037962E+00 1.059020E+02 
2.039960E+00 1.056905E+02 
2.041958E+00 1.054795E+02 
2.043956E+00 1.052688E+02 
2.045954E+00 1.050586E+02 
2.047952E+00 1.048488E+02 
2.049950E+00 1.046394E+02 
2.051948E+00 1.044304E+02 
2.053946E+00 1.042218E+02 
2.055944E+00 1.040136E+02 
2.057942E+00 1.038058E+02 
2.059940E+00 1.035984E+02 
2.061938E+00 1.033915E+02 
2.063936E+00 1.031849E+02 
2.065934E+00 1.029787E+02 
2.067932E+00 1.027729E+02 
2.069930E+00 1.025676E+02 
2.071928E+00 1.023626E+02 
2.073926E+00 1.021580E+02 
2.075924E+00 1.019538E+02 
2.077922E+00 1.017500E+02 
2.079920E+00 1.015466E+02 
2.081918E+00 1.013436E+02 
2.083916E+00 1.011409E+02 
2.085914E+00 1.009387E+02 
2.087912E+00 1.007368E+02 
2.089910E+00 1.005354E+02 
2.091908E+00 1.003343E+02 
2.093906E+00 1.001336E+02 
2.095904E+00 9.993327E+01 
2.097902E+00 9.973333E+01 
2.099900E+00 9.953378E+01 
2.101898E+00 9.933460E+01 
2.103896E+00 9.913580E+01 
2.105894E+00 9.893738E+01 
2.107892E+00 9.873934E+01 
2.109890E+00 9.854167E+01 
2.111888E+00 9.834437E+01 
2.113886E+00 9.814745E+01 
2.115884E+00 9.795090E+01 
2.117882E+00 9.775472E+01 
2.119880E+00 9.755891E+01 
2.121878E+00 9.736347E+01 
2.123876E+00 9.716839E+01 
2.125874E+00 9.697368E+01 
2.127872E+00 9.677934E+01 
2.129870E+00 9.658537E+01 
2.131868E+00 9.639175E+01 
2.133866E+00 9.619850E+01 
2.135864E+00 9.600561E+01 
2.137862E+00 9.581308E+01 
2.139860E+00 9.562092E+01 
2.141858E+00 9.542910E+01 
